USGSID,Well  Name,OBJECTID,LABNO,TOPFT,BOTFT,,Member,Member Top,County,1/41/4,EW,NS,RNG,SEC,TWP,Latitude,Longitude,SHLOILPCT,WATERPCT,SHLRSDPCT,GASPLSPCT,OILGPT,WATERGPT,SPCFGRAV,COKETEND,INTVL,INTXOIL,WELLNAME,COREDEP_FT,7_5_QUAD,CORE2,FISCHASSAY_FT,ASSAYLAB,NUMB_ASSAYS,LOCATNOTE,USBMNO,XRD,MISCNOTE,,WKPKISOP,TIPTISOP,LCWPTPISOP
W0080,BF1,18460,80522,1313.7,1315.3,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.2,1.8,95.3,2.7,0.6,4.3,0,1,1.6,0.96,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18461,80523,1315.3,1316.8,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.3,1,97,1.7,0.9,2.4,0,1,1.5,1.35,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18462,80524,1316.8,1318.4,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.4,0.7,97.6,1.3,1,1.7,0,1,1.6,1.6,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18463,80525,1318.4,1319.7,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.9,1.1,96.7,1.3,2.4,2.6,0,1,1.3,3.12,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18464,80526,1319.7,1321,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.6,1.4,95.9,1.1,4.2,3.4,0,1,1.3,5.46,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18465,80527,1321,1322.3,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.5,1.2,95.8,1.5,3.8,2.9,0,1,1.3,4.94,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18466,80528,1322.3,1323.3,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.3,1.1,94.9,1.7,6.1,2.6,0.9,1,1,6.1,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18467,80529,1323.3,1324.4,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.2,1.1,97.5,1.2,0.6,2.6,0,1,1.1,0.66,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18468,80530,1324.4,1326,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.3,1.1,97.4,1.2,0.7,2.6,0,1,1.6,1.12,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18469,80531,1326,1329.3,3.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.1,0.9,97,2,0.3,2.2,0,1,3.3,0.99,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18470,80532,1329.3,1332.6,3.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.7,1.4,96.5,1.4,1.8,3.4,0,1,3.3,5.94,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18471,80533,1332.6,1333.6,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.6,1.4,96.2,1.8,1.5,3.4,0,1,1,1.5,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18472,80534,1333.6,1334.7,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.9,1.3,94.8,2,5.1,3.1,0,1,1.1,5.61,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18473,80535,1334.7,1335.8,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.1,1.6,94.5,1.8,5.6,3.8,0.893,1,1.1,6.16,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18474,80536,1335.8,1337,1.2,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.9,2.4,94.8,1.9,2.3,5.8,0,1,1.2,2.76,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18475,80537,1337,1338,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.1,5.8,92.8,1.3,0.4,13.9,0,1,1,0.4,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18476,80538,1338,1339,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0,6.9,90.2,2.9,0.00001,16.6,0,1,1,0.00001,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18477,80539,1339,1340.1,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.2,6.4,91.8,1.6,0.5,15.3,0,1,1.1,0.55,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18478,80540,1340.1,1341.2,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.8,1.7,96.9,0.6,2.1,4.1,0,1,1.1,2.31,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18479,80541,1341.2,1342.4,1.2,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.6,2.1,95.2,1.1,4.1,5,0,1,1.2,4.92,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18480,80542,1342.4,1343.6,1.2,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1,1.8,96.2,1,2.6,4.3,0,1,1.2,3.12,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18481,80543,1343.6,1345.5,1.9,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.6,1.5,97.1,0.8,1.4,3.6,0,1,1.9,2.66,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18482,80544,1345.5,1347.2,1.7,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.2,1.5,97.7,0.6,0.5,3.6,0,1,1.7,0.85,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18483,80545,1347.2,1350,2.8,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.1,1.2,97.9,0.8,0.4,2.9,0,1,2.8,1.12,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18484,80546,1350,1355,5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.1,0.6,97.9,1.4,0.3,1.4,0,1,5,1.5,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18485,80547,1355,1360,5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.7,1.3,97.3,0.7,1.7,3.1,0,1,5,8.5,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18486,80548,1360,1361.6,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1,1.6,96.3,1.1,2.6,3.8,0,1,1.6,4.16,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18487,80549,1361.6,1362.7,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.9,1.2,95.8,1.1,5,2.9,0,1,1.1,5.5,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18488,80550,1362.7,1364,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.8,1.3,96.6,1.3,2,3.1,0,1,1.3,2.6,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18489,80551,1364,1367,3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.6,1.3,96.4,1.7,1.6,3.1,0,1,3,4.8,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18490,80552,1367,1370,3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.4,1.5,97,1.1,1.1,3.6,0,1,3,3.3,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18491,80553,1370,1373.5,3.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.8,1.3,96.8,1.1,2.2,3.1,0,1,3.5,7.7,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18492,80554,1373.5,1375,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.4,1.1,96.1,1.4,3.7,2.6,0,1,1.5,5.55,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18493,80555,1375,1376.3,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,5.5,1.5,90.4,2.6,14.6,3.6,0.904,1,1.3,18.98,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18494,80556,1376.3,1377.5,1.2,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,5.3,1.2,91.4,2.1,14.2,2.9,0.896,1,1.2,17.04,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18495,80557,1377.5,1378.6,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.4,1.1,94.9,1.6,6.3,2.6,0.89,1,1.1,6.93,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18496,80558,1378.6,1379.6,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.6,0.6,95.4,2.4,4.3,1.4,0,1,1,4.3,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18497,80559,1379.6,1381,1.4,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.7,1.3,95.7,1.3,4.4,3.1,0,1,1.4,6.16,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18498,80560,1381,1382.5,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.9,1.1,95.2,1.8,4.9,2.6,0,1,1.5,7.35,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18499,80561,1382.5,1383.7,1.2,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.5,1.1,96.2,1.2,3.9,2.6,0,1,1.2,4.68,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18500,80562,1383.7,1385.2,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.4,1,95.7,1.9,3.7,2.4,0,1,1.5,5.55,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18501,80563,1385.2,1386.7,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,3.1,1.4,93.4,2.1,8.3,3.4,0.905,1,1.5,12.45,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18502,80564,1386.7,1387.8,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,4.7,1.3,92.1,1.9,12.5,3.1,0.899,1,1.1,13.75,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18503,80565,1387.8,1388.9,1.1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,4.7,1.4,91.7,2.2,12.5,3.4,0.898,1,1.1,13.75,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18504,80566,1388.9,1390.5,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,4.5,1.4,91.7,2.4,12.1,3.4,0.901,1,1.6,19.36,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18505,80567,1390.5,1391.5,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.5,0.8,96.5,1.2,3.8,1.9,0,1,1,3.8,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18506,80568,1391.5,1393,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.2,0.8,97,1,3,1.9,0,1,1.5,4.5,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18507,80569,1393,1394.6,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.6,0.9,96.4,1.1,4.1,2.2,0,1,1.6,6.56,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18508,80570,1394.6,1396.2,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.6,0.7,95.8,1.9,4.1,1.7,0,1,1.6,6.56,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18509,80571,1396.2,1397.2,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.8,0.8,95,1.4,7.3,1.9,0.906,1,1,7.3,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18510,80572,1397.2,1398.2,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,4.8,0.8,92.5,1.9,12.9,1.9,0.898,1,1,12.9,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18511,80573,1398.2,1399.7,1.5,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,8,0.8,89.2,2,21.3,1.9,0.894,1,1.5,31.95,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18512,80574,1399.7,1400.3,0.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.5,0.4,95.2,1.9,6.6,1,0.89,1,0.6,3.96,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18513,80575,1400.3,1401.6,1.3,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1,0.9,96.8,1.3,2.6,2.2,0,1,1.3,3.38,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18514,80576,1401.6,1403.2,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,0.6,1.4,96.7,1.3,1.7,3.4,0,1,1.6,2.72,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18515,80577,1403.2,1404.8,1.6,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1,1.4,96.2,1.4,2.6,3.4,0,1,1.6,4.16,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18516,80578,1404.8,1406.5,1.7,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,1.5,1,96.3,1.2,3.8,2.4,0,1,1.7,6.46,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
W0080,BF1,18517,80579,1406.5,1407.5,1,Wilkins Peak,447.3,Sweetwater,SE NE,861 FEL,3683 FSL,108 W,24,16 N,41.35650606,-109.5249519,2.5,0.8,95.5,1.2,6.9,1.9,0.885,1,1,6.9,BF1,181 1677,Halfway Hollow East,USGS Core Research Center,0 1677,"Laramie, 1976",1108,,500,,"Lith by Trudell, 1979. Tops: Wilkins Pk=447, Tipton=1510, Wasatch=1672",,1063.1,161,1449.9
